Name;MP;Area;County;Electorate;CON;LAB;LIB;UKIP;Green;NAT;MIN;OTH;Winner;CON chance;LAB chance;LIB chance;Reform chance;Green chance;NAT chance;MIN chance;OTH chance
Down South;Chris Hazzard;1;Armagh and Down;79175;4013;13871;2804;7553;393;16263;0;4864;NAT;0.003;0.352;0.003;0.04;0;0.595;0;0.006
Fermanagh and South Tyrone;Michelle Gildernew;1;Ulster West;72848;21989;3008;0;2714;0;22001;0;1050;NAT;0.536;0;0;0;0;0.464;0;0
Foyle;Colum Eastwood;1;Ulster West;74346;2236;26848;285;2790;0;10050;0;4935;LAB;0;0.985;0;0;0;0.013;0;0.001
Lagan Valley;Jeffrey Donaldson;1;Antrim and the Lagan Valley;75735;9313;1865;14811;14087;608;0;0;4721;LIB;0.067;0;0.501;0.426;0;0;0;0.004
Londonderry East;Gregory Campbell;1;Ulster West;69246;4195;5648;11667;6459;332;6235;0;4767;LIB;0.024;0.055;0.683;0.108;0;0.094;0;0.036
Newry and Armagh;Mickey Brady;1;Armagh and Down;81226;4968;8904;5989;5022;0;20473;0;5423;NAT;0.008;0.037;0.012;0.007;0;0.925;0;0.01
Strangford;Jim Shannon;1;Armagh and Down;66928;4572;1735;13715;11130;1096;653;0;4583;LIB;0.006;0.001;0.661;0.324;0;0;0;0.008
Tyrone West;Órfhlaith Begley;1;Ulster West;66259;3434;7033;4997;4828;0;16765;0;4128;NAT;0.002;0.031;0.009;0.009;0;0.941;0;0.008
Ulster Mid;Francie Molloy;1;Ulster West;70449;3288;5906;6494;4244;0;20638;0;4050;NAT;0;0.008;0.007;0.002;0;0.982;0;0
Upper Bann;Carla Lockhart;1;Armagh and Down;82887;7579;5047;16747;7983;0;12689;0;0;LIB;0.037;0.005;0.66;0.046;0;0.252;0;0
